,mesh_area,mesh_rectangularity,mesh_eccentricity,mesh_volume,mesh_a3,mesh_d1,mesh_d2,mesh_d3,mesh_d4,mesh_compactness,mesh_diameter,mesh_convexity,ID,class
0,2.4812901215019454,0.0060898023839620185,8.63251920288779,0.003109812446076122,"[0.16834 0.19614 0.1496  0.1189  0.11266 0.09386 0.069   0.05136 0.0301
 0.01004]","[0.25662778 0.56680806 0.16436903 0.01219512 0.         0.
 0.         0.         0.         0.        ]","[2.13458048e-01 3.14652679e-01 2.96404140e-01 1.38888335e-01
 3.13715323e-02 5.08565844e-03 1.39606310e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[1.6890e-01 4.7836e-01 2.5048e-01 8.8420e-02 1.2520e-02 1.2600e-03
 6.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]","[4.1552e-01 5.0262e-01 7.8560e-02 3.2800e-03 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",13967.281028030144,1.0735961866055599,0.017664637316124925,588,handheld
1,1.858551717778605,0.10078112507750125,3.167222050443085,0.03872939212030729,"[0.11782 0.2123  0.19854 0.15556 0.1147  0.07704 0.05532 0.03774 0.02374
 0.00724]","[0.24834268 0.45079041 0.27231005 0.02855686 0.         0.
 0.         0.         0.         0.        ]","[0.11126404 0.33636527 0.35625237 0.14784673 0.04097102 0.00730058
 0.         0.         0.         0.        ]","[9.0760e-02 3.6460e-01 3.8490e-01 1.4172e-01 1.7880e-02 1.4000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[2.0076e-01 5.1474e-01 2.5522e-01 2.8780e-02 5.0000e-04 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",37.84340603732676,1.0518609525892668,0.20610546862535936,1813,satellite_dish
2,0.5864027380776493,0.03069640245311493,9.713224948610403,0.007318821521516451,"[0.18278 0.21488 0.15798 0.11284 0.08912 0.07258 0.0647  0.0542  0.03766
 0.01326]","[0.4208687  0.39390914 0.15776335 0.02745881 0.         0.
 0.         0.         0.         0.        ]","[2.32949107e-01 3.91033823e-01 2.54666560e-01 9.47670708e-02
 2.24952138e-02 4.02839821e-03 5.98276962e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[2.0874e-01 4.9338e-01 2.4724e-01 4.5600e-02 4.8200e-03 2.2000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[0.47738 0.4562  0.06386 0.00256 0.      0.      0.      0.      0.
 0.     ]",33.28536180582873,1.0698014648078398,0.0638954956653614,0,arthropod
3,3.652085423939802,0.015070979457116851,4.65243322642664,0.010145676235519681,"[0.1494  0.21272 0.16086 0.12326 0.11326 0.09428 0.06594 0.04332 0.0268
 0.01016]","[0.46580311 0.07253886 0.29481865 0.16683938 0.         0.
 0.         0.         0.         0.        ]","[0.12755814 0.25984362 0.26941796 0.18963179 0.10525791 0.03913512
 0.00767942 0.00147604 0.         0.        ]","[7.0760e-02 2.9012e-01 3.2924e-01 1.8520e-01 9.7900e-02 2.1280e-02
 5.3400e-03 1.6000e-04 0.0000e+00 0.0000e+00]","[1.8804e-01 4.7096e-01 2.5608e-01 7.2620e-02 1.1360e-02 9.2000e-04
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",4184.161221559268,1.3144381522064856,0.02136086403134736,1405,winged_vehicle
4,2.554865901797792,0.12910666963693834,3.73333494170739,0.10936904063682275,"[0.13008 0.19166 0.18766 0.16234 0.11844 0.07576 0.04972 0.04398 0.03514
 0.00522]","[0.08159509 0.38957055 0.51595092 0.01288344 0.         0.
 0.         0.         0.         0.        ]","[0.08134038 0.20253316 0.30328114 0.27186596 0.12121273 0.01976663
 0.         0.         0.         0.        ]","[4.3240e-02 2.1370e-01 3.1630e-01 2.9040e-01 1.2538e-01 1.0960e-02
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]","[1.5284e-01 4.4962e-01 2.9296e-01 9.1620e-02 1.2920e-02 4.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",12.327163369483781,1.0630465799930877,0.2895831299645119,1814,satellite_dish
5,2.688275198044334,0.12737111400368398,9.472877094776793,0.04135883312464727,"[0.1775  0.2111  0.13792 0.10214 0.09072 0.07924 0.07368 0.0611  0.04804
 0.01856]","[0.35158501 0.3698367  0.24975985 0.02881844 0.         0.
 0.         0.         0.         0.        ]","[0.17664772 0.36910958 0.24343404 0.14236714 0.05204906 0.01639246
 0.         0.         0.         0.        ]","[0.15502 0.46806 0.29026 0.07538 0.01034 0.00094 0.      0.      0.
 0.     ]","[3.6968e-01 5.3282e-01 9.4040e-02 3.4400e-03 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",100.42278184231222,1.028673545141023,0.32159170612131055,589,handheld
6,0.6314127598957008,0.10341071579361386,22.10682633305288,0.018153754656987535,"[0.22816 0.20306 0.13178 0.09452 0.08172 0.07036 0.06266 0.0579  0.0493
 0.02054]","[0.32718651 0.40410959 0.26606955 0.00263435 0.         0.
 0.         0.         0.         0.        ]","[0.2118372  0.35758869 0.23841905 0.11883064 0.06576665 0.00755778
 0.         0.         0.         0.        ]","[1.7630e-01 5.2394e-01 2.6526e-01 3.4360e-02 1.4000e-04 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[4.0984e-01 5.4472e-01 4.5280e-02 1.6000e-04 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",6.753902163952065,1.026388078469835,0.22103870245294857,1,arthropod
7,0.5428879807898735,0.00027237381399680113,6.5394342729884425,2.7928952646350447e-05,"[0.16966 0.2002  0.15022 0.12502 0.10856 0.08466 0.06782 0.04814 0.03386
 0.01186]","[0.67895363 0.30915577 0.0059453  0.00475624 0.00118906 0.
 0.         0.         0.         0.        ]","[4.58706626e-01 4.25424507e-01 9.69132231e-02 1.63018537e-02
 2.49416366e-03 1.59626474e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[5.692e-01 3.867e-01 4.004e-02 3.780e-03 2.800e-04 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00]","[0.80428 0.191   0.00472 0.      0.      0.      0.      0.      0.
 0.     ]",16000.394118352091,1.0005687844646163,0.0005970034620118663,1406,winged_vehicle
8,1.1084500949734382,0.0021097640959703004,19.934348352238867,0.00037335732002600314,"[0.20588 0.1791  0.13324 0.10836 0.0926  0.08346 0.06844 0.06336 0.05048
 0.01508]","[0.48678414 0.19162996 0.25550661 0.05726872 0.00881057 0.
 0.         0.         0.         0.        ]","[0.24149762 0.2174815  0.32471625 0.11928271 0.0668422  0.02461453
 0.0055652  0.         0.         0.        ]","[3.4854e-01 2.6300e-01 2.5632e-01 9.8040e-02 2.6580e-02 6.6200e-03
 8.6000e-04 4.0000e-05 0.0000e+00 0.0000e+00]","[0.57892 0.32914 0.08564 0.0063  0.      0.      0.      0.      0.
 0.     ]",86386.66741746638,1.165697954573568,0.005324585840985519,10,arthropod
9,0.6265439351279123,0.07739363627097737,59.468947069145145,0.004341031091960698,"[0.27044 0.19314 0.10954 0.07822 0.0657  0.06174 0.06216 0.06116 0.06684
 0.03106]","[0.41927083 0.39947917 0.12916667 0.05208333 0.         0.
 0.         0.         0.         0.        ]","[0.27887032 0.34746101 0.19374526 0.11308788 0.05205632 0.01477921
 0.         0.         0.         0.        ]","[0.27204 0.60702 0.1176  0.00334 0.      0.      0.      0.      0.
 0.     ]","[6.4764e-01 3.5174e-01 6.2000e-04 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",115.4028209399152,1.0044586039623533,0.1600273417451412,182,human
