,mesh_area,mesh_rectangularity,mesh_eccentricity,mesh_volume,mesh_a3,mesh_d1,mesh_d2,mesh_d3,mesh_d4,mesh_compactness,mesh_diameter,ID,class
0,0.7127642445423598,0.028265717043753507,9.713224729746996,0.010106610706828743,"[0.1875  0.21408 0.14262 0.10272 0.08468 0.07638 0.068   0.06224 0.04526
 0.01652]","[0.39041438 0.38242636 0.16774838 0.05941088 0.         0.
 0.         0.         0.         0.        ]","[0.0944  0.21846 0.24802 0.197   0.1282  0.06624 0.0284  0.01336 0.00534
 0.00058]","[0.18026 0.46052 0.27432 0.07508 0.00926 0.00056 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05]",31.345432576962263,1.179446089870156,0,arthropod
1,3.303317393604301,0.00553417254682516,4.525683535611143,0.0037859331218378736,"[0.16306 0.2202  0.15414 0.12702 0.11094 0.08656 0.05878 0.04344 0.02614
 0.00972]","[0.45407637 0.08101135 0.28379773 0.18111455 0.         0.
 0.         0.         0.         0.        ]","[0.06146851 0.16307483 0.16325509 0.18484618 0.17739545 0.10378946
 0.07260455 0.05129386 0.01630348 0.00596859]","[9.5040e-02 3.4438e-01 3.1648e-01 1.5788e-01 6.9720e-02 1.3240e-02
 3.1600e-03 1.0000e-04 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00]",22235.795084241392,1.333569525676483,1405,winged_vehicle
2,2.4563972475524123,0.021053180181624786,3.1661482400990013,0.013717148371940945,"[0.10196 0.19578 0.1914  0.16544 0.12366 0.0885  0.06256 0.03984 0.02348
 0.00738]","[0.16505841 0.45606907 0.30777044 0.07110208 0.         0.
 0.         0.         0.         0.        ]","[0.04134 0.12808 0.19354 0.2449  0.19288 0.11278 0.04742 0.02582 0.01112
 0.00212]","[0.0591  0.29262 0.37904 0.21706 0.0489  0.00328 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",696.4914032405536,1.2100452484171822,1813,satellite_dish
3,3.1843491612324435,0.00659209041867969,8.632520263762592,0.003654725529523062,"[0.16568 0.17698 0.1413  0.1195  0.11348 0.0958  0.07556 0.05894 0.04018
 0.01258]","[0.20678685 0.49893955 0.19936373 0.09384942 0.00106045 0.
 0.         0.         0.         0.        ]","[0.08334167 0.19416388 0.18672373 0.19080382 0.17030341 0.09932199
 0.05040101 0.01802036 0.00590012 0.00102002]","[1.1960e-01 4.2382e-01 2.9432e-01 1.3254e-01 2.8140e-02 1.5600e-03
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00]",21374.705403570042,1.2179933475491562,588,handheld
4,0.543584224387807,0.0005426016835214905,6.5442642681085506,5.326779628279543e-05,"[0.17318 0.18664 0.15478 0.12562 0.10508 0.08482 0.06816 0.051   0.038
 0.01272]","[0.67833828 0.30979228 0.00593472 0.00474777 0.00118694 0.
 0.         0.         0.         0.        ]","[3.1834e-01 3.1368e-01 2.6548e-01 5.8120e-02 3.3660e-02 7.1600e-03
 2.8200e-03 6.8000e-04 6.0000e-05 0.0000e+00]","[5.4784e-01 4.0158e-01 4.4840e-02 5.4800e-03 2.6000e-04 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",16062.033713621026,1.0027576877401638,1406,winged_vehicle
5,0.6275709288994545,0.09038125586667549,22.098356638212767,0.015532098072396201,"[0.22856 0.19834 0.12328 0.09726 0.07954 0.0743  0.06448 0.061   0.05114
 0.0221 ]","[0.32735899 0.40643121 0.26410121 0.00210859 0.         0.
 0.         0.         0.         0.        ]","[1.0070e-01 2.4150e-01 2.4446e-01 1.7916e-01 1.0632e-01 6.6280e-02
 4.6780e-02 1.4700e-02 1.0000e-04 0.0000e+00]","[0.20566 0.55076 0.22396 0.01962 0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",9.058907617309417,1.023673729252148,1,arthropod
6,2.4989178773824414,0.11567198752650991,3.533319113623277,0.0962016743081715,"[0.13554 0.18378 0.18492 0.17046 0.11996 0.07558 0.04944 0.03932 0.03538
 0.00562]","[0.08545336 0.39073712 0.51076321 0.01304631 0.         0.
 0.         0.         0.         0.        ]","[0.03794 0.1052  0.15766 0.19792 0.23312 0.15366 0.08216 0.03028 0.00206
 0.     ]","[0.05318 0.24368 0.321   0.28508 0.08994 0.00712 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",14.908649935321542,1.0557125943802128,1814,satellite_dish
7,3.5492964945626637,0.19449680443628664,9.461136823405802,0.06147957695444803,"[0.2137  0.19402 0.12258 0.10058 0.08924 0.07548 0.07208 0.0651  0.04996
 0.01726]","[0.23113888 0.43296492 0.21143681 0.12445939 0.         0.
 0.         0.         0.         0.        ]","[0.0742  0.16836 0.22782 0.18424 0.12534 0.10666 0.064   0.0229  0.01724
 0.00924]","[0.12806 0.43804 0.3152  0.0969  0.0184  0.0034  0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",104.59543396433001,1.1820126839150247,589,handheld
8,1.1076889406847352,0.001961433921004207,19.934343868505334,0.0003729346713669618,"[0.20484 0.18344 0.13086 0.10538 0.09428 0.08    0.07038 0.06656 0.0491
 0.01516]","[0.48678414 0.19162996 0.25550661 0.05726872 0.00881057 0.
 0.         0.         0.         0.        ]","[0.1798  0.15588 0.1585  0.2257  0.13706 0.06308 0.04472 0.02302 0.00864
 0.0036 ]","[0.34164 0.27168 0.26758 0.09296 0.02112 0.00446 0.00056 0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",86404.34120511863,1.1652989886295277,10,arthropod
9,1.5516305033300781,0.08353256734545902,5.986441313021263,0.01658151359299377,"[0.13166 0.2056  0.18448 0.15116 0.129   0.0854  0.05094 0.03474 0.01996
 0.00706]","[0.42688558 0.36172396 0.16521293 0.03694202 0.00923551 0.
 0.         0.         0.         0.        ]","[0.07918 0.26408 0.3065  0.1353  0.13442 0.03762 0.02232 0.01794 0.00264
 0.     ]","[1.5890e-01 4.9784e-01 2.8384e-01 4.8000e-02 9.7600e-03 1.4000e-03
 2.6000e-04 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",120.13352217441881,1.0300929293597738,1407,winged_vehicle
10,0.6078597107125526,0.009073378461286662,63.478092320870964,0.0005084031850222204,"[0.29252 0.17194 0.09444 0.06898 0.06096 0.0573  0.06608 0.07814 0.07532
 0.03432]","[0.40448792 0.40103567 0.13808976 0.05638665 0.         0.
 0.         0.         0.         0.        ]","[0.14726 0.28068 0.21306 0.14664 0.0946  0.05974 0.03714 0.01814 0.00274
 0.     ]","[0.297   0.59406 0.10678 0.00216 0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",7683.183017175392,1.0046048782486576,182,human
